"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
t10rxextra,day_10_wednesday_daily_survey,,notes,"<div class=""rich-text-field-label""><p><span style=""font-size: x-large;""><strong>Please list any additional scheduled prescription medications you started taking today. Include the name, frequency, and dose for each medication.<br><span style=""font-size: 14pt;"">Example: <span style=""font-weight: normal;"">Advair</span>, <span style=""font-weight: normal;"">twice a day, 1 puff; Lisinopril, once a day, 20 mg</span></span><br></strong></span></p> <p> </p> <p><span style=""font-size: x-large; color: green;""><strong>Por favor, escriba cualquier medicamento de receta regular adicional que comenzó a tomar hoy. Incluya el nombre, la frecuencia y la dosis de cada medicamento.</strong></span></p> <p><span style=""font-size: 14pt; color: green;""><strong>Ejemplo: <span style=""font-weight: normal;"">Advair, dos veces al día, 1 inhalación; Lisinopril, una vez al día, 20 mg</span></strong></span></p> <p class=""p1""> </p></div>",,,,,,,"[t10rxnw] = ""1"" and ([t10rxacnt] >= 7 or ([t10rxacnt] = 3 and [t10rxnm] = ""4"") or ([t10rxacnt] = 4 and [t10rxnm3] = ""3"") or ([t10rxacnt] = 5 and [t10rxnm2] = ""2"") or ([t10rxacnt] = 6 and [t10rxnm1] = ""1""))",,,,,,
t10qdan,day_10_wednesday_daily_survey,,radio,"<div class=""rich-text-field-label""><p><span style=""font-size: x-large;"">Did you/will you take/use any <strong>""As Needed""</strong> Prescription Medications today?</span></p> <p><span style=""font-size: x-large; color: green;"">¿Tomó/usará algún Medicamento de Receta ""<strong>Según Sea Necesario</strong>"" el día de hoy?</span></p> <p> </p> <div style=""border: 1px solid black; font-weight: normal;""> <p class=""p1""><span style=""font-size: 14pt;"">""<span style=""font-size: 12pt;"">As Needed"" medications are medications you take/use <strong>as needed</strong> (i.e., ""occasionally"") rather than on a strict regular schedule.</span><br></span></p> <span style=""font-size: large;""><span style=""color: green; font-size: 12pt;"">Los medicamentos ""Según Sea Necesario"" son medicamentos que se toman/usan <strong>según sea necesario </strong>(es decir, ""ocasionalmente"") en vez de seguir un horario estricto y regular.</span></span></div> <p> </p></div>","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font></font> | 2, <font size=""4.5""> 2 No<br><font color=""green"">No</font></font>",,,,,,"[t10dayme] = ""1""",,,,,,
t10aspm,day_10_wednesday_daily_survey,,descriptive,"<div class=""rich-text-field-label""><div style=""background-color: white; border: 1px solid black; font-weight: normal;""><br><center><span style=""font-size: 14pt;""><strong>AS NEEDED PRESCRIPTION MEDICATIONS ONLY<br><span style=""color: green;"">SOLO MEDICAMENTOS DE RECETA SEGÚN SEA NECESARIO</span></strong></span></center><center><span style=""font-size: 14pt; color: #ffffff;""><strong>sdf</strong></span></center><center></center><center></center><center></center><center></center><center></center><center><span style=""color: #000000;"">Prescription Medications taken as needed rather than on a strict regular schedule.</span></center><center><span style=""color: green;"">Medicamentos De Receta que se toman cuando se necesitan, en lugar de seguir un horario estricto y regular.</span></center><center><span style=""color: #ffffff;"">asdf</span></center><center></center><center></center></div></div>",,,,,,,"[t10qdan] = ""1""",,,,,,
t10asacnt,day_10_wednesday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([t10asnc1] <> '', 1, 0) + if([t10asnc2] <> '', 1, 0) + if([t10asnc3] <> '', 1, 0) + if([t10asnc4] <> '', 1, 0) + if([t10asnc5] <> '', 1, 0) + if([t10asnc6] <> '', 1, 0) + if([t10asnc7] <> '', 1, 0) + if([t10asnc8] <> '', 1, 0))"
t10asnc1,day_10_wednesday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([day_9_tuesday_dail_arm_1][t9asacnt] >= 1, [day_9_tuesday_dail_arm_1][t9asnc1], if([day_9_tuesday_dail_arm_1][t9asacnt] = 0 and [day_9_tuesday_dail_arm_1][t9asn] <> '', [day_9_tuesday_dail_arm_1][t9asn], '')))"
t10asnc2,day_10_wednesday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([day_9_tuesday_dail_arm_1][t9asacnt] >= 2, [day_9_tuesday_dail_arm_1][t9asnc2], if([day_9_tuesday_dail_arm_1][t9asacnt] = 1 and [day_9_tuesday_dail_arm_1][t9asn] <> '', [day_9_tuesday_dail_arm_1][t9asn], if([day_9_tuesday_dail_arm_1][t9asacnt] = 0 and [day_9_tuesday_dail_arm_1][t9asn_2] <> '', [day_9_tuesday_dail_arm_1][t9asn_2], ''))))"
t10asnc3,day_10_wednesday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([day_9_tuesday_dail_arm_1][t9asacnt] >= 3, [day_9_tuesday_dail_arm_1][t9asnc3], if([day_9_tuesday_dail_arm_1][t9asacnt] = 2 and [day_9_tuesday_dail_arm_1][t9asn] <> '', [day_9_tuesday_dail_arm_1][t9asn], if([day_9_tuesday_dail_arm_1][t9asacnt] = 1 and [day_9_tuesday_dail_arm_1][t9asn_2] <> '', [day_9_tuesday_dail_arm_1][t9asn_2], if([day_9_tuesday_dail_arm_1][t9asacnt] = 0 and [day_9_tuesday_dail_arm_1][t9asn_3] <> '', [day_9_tuesday_dail_arm_1][t9asn_3], '')))))"
t10asnc4,day_10_wednesday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([day_9_tuesday_dail_arm_1][t9asacnt] >= 4, [day_9_tuesday_dail_arm_1][t9asnc4], if([day_9_tuesday_dail_arm_1][t9asacnt] = 3 and [day_9_tuesday_dail_arm_1][t9asn] <> '', [day_9_tuesday_dail_arm_1][t9asn], if([day_9_tuesday_dail_arm_1][t9asacnt] = 2 and [day_9_tuesday_dail_arm_1][t9asn_2] <> '', [day_9_tuesday_dail_arm_1][t9asn_2], if([day_9_tuesday_dail_arm_1][t9asacnt] = 1 and [day_9_tuesday_dail_arm_1][t9asn_3] <> '', [day_9_tuesday_dail_arm_1][t9asn_3], if([day_9_tuesday_dail_arm_1][t9asacnt] = 0 and [day_9_tuesday_dail_arm_1][t9asn_4] <> '', [day_9_tuesday_dail_arm_1][t9asn_4], ''))))))"
t10asnc5,day_10_wednesday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([day_9_tuesday_dail_arm_1][t9asacnt] >= 5, [day_9_tuesday_dail_arm_1][t9asnc5], if([day_9_tuesday_dail_arm_1][t9asacnt] = 4 and [day_9_tuesday_dail_arm_1][t9asn] <> '', [day_9_tuesday_dail_arm_1][t9asn], if([day_9_tuesday_dail_arm_1][t9asacnt] = 3 and [day_9_tuesday_dail_arm_1][t9asn_2] <> '', [day_9_tuesday_dail_arm_1][t9asn_2], if([day_9_tuesday_dail_arm_1][t9asacnt] = 2 and [day_9_tuesday_dail_arm_1][t9asn_3] <> '', [day_9_tuesday_dail_arm_1][t9asn_3], if([day_9_tuesday_dail_arm_1][t9asacnt] = 1 and [day_9_tuesday_dail_arm_1][t9asn_4] <> '', [day_9_tuesday_dail_arm_1][t9asn_4], ''))))))"
t10asnc6,day_10_wednesday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([day_9_tuesday_dail_arm_1][t9asacnt] >= 6, [day_9_tuesday_dail_arm_1][t9asnc6], if([day_9_tuesday_dail_arm_1][t9asacnt] = 5 and [day_9_tuesday_dail_arm_1][t9asn] <> '', [day_9_tuesday_dail_arm_1][t9asn], if([day_9_tuesday_dail_arm_1][t9asacnt] = 4 and [day_9_tuesday_dail_arm_1][t9asn_2] <> '', [day_9_tuesday_dail_arm_1][t9asn_2], if([day_9_tuesday_dail_arm_1][t9asacnt] = 3 and [day_9_tuesday_dail_arm_1][t9asn_3] <> '', [day_9_tuesday_dail_arm_1][t9asn_3], if([day_9_tuesday_dail_arm_1][t9asacnt] = 2 and [day_9_tuesday_dail_arm_1][t9asn_4] <> '', [day_9_tuesday_dail_arm_1][t9asn_4], ''))))))"
t10asnc7,day_10_wednesday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([day_9_tuesday_dail_arm_1][t9asacnt] >= 7, [day_9_tuesday_dail_arm_1][t9asnc7], if([day_9_tuesday_dail_arm_1][t9asacnt] = 6 and [day_9_tuesday_dail_arm_1][t9asn] <> '', [day_9_tuesday_dail_arm_1][t9asn], if([day_9_tuesday_dail_arm_1][t9asacnt] = 5 and [day_9_tuesday_dail_arm_1][t9asn_2] <> '', [day_9_tuesday_dail_arm_1][t9asn_2], if([day_9_tuesday_dail_arm_1][t9asacnt] = 4 and [day_9_tuesday_dail_arm_1][t9asn_3] <> '', [day_9_tuesday_dail_arm_1][t9asn_3], if([day_9_tuesday_dail_arm_1][t9asacnt] = 3 and [day_9_tuesday_dail_arm_1][t9asn_4] <> '', [day_9_tuesday_dail_arm_1][t9asn_4], ''))))))"
t10asnc8,day_10_wednesday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([day_9_tuesday_dail_arm_1][t9asextra] <> '', if([day_9_tuesday_dail_arm_1][t9asacnt] >= 8, concat([day_9_tuesday_dail_arm_1][t9asnc8], '; ', [day_9_tuesday_dail_arm_1][t9asextra]), concat('', [day_9_tuesday_dail_arm_1][t9asextra])), if([day_9_tuesday_dail_arm_1][t9asacnt] >= 8, [day_9_tuesday_dail_arm_1][t9asnc8], '')))"
t10qdanc2,day_10_wednesday_daily_survey,,descriptive,"<b><span style=""font-size:22px;"">Which of your ""As Needed"" Prescription Medications did you take/use today?</span></b>

<b><span style=""font-size:22px; color:green;"">¿Cuál Medicamento de Receta ""Según Sea Necesario"" tomó/usó el día de hoy?</span></b>
",,,,,,,"[t10qdan] = ""1""",,,,,,
t10use_1,day_10_wednesday_daily_survey,,radio,"<span style=""color: orange;"">[t10asnc1]</span>","1, Taken today / Tomado hoy",,,,,,"[t10qdan] = ""1"" and [t10asnc1] <> """"",,,,t10asmx,,
t10use_2,day_10_wednesday_daily_survey,,radio,"<span style=""color: orange;"">[t10asnc2]</span>","1, Taken today / Tomado hoy",,,,,,"[t10qdan] = ""1"" and [t10asnc2] <> """"",,,,t10asmx,,
t10use_3,day_10_wednesday_daily_survey,,radio,"<span style=""color: orange;"">[t10asnc3]</span>","1, Taken today / Tomado hoy",,,,,,"[t10qdan] = ""1"" and [t10asnc3] <> """"",,,,t10asmx,,
t10use_4,day_10_wednesday_daily_survey,,radio,"<span style=""color: orange;"">[t10asnc4]</span>","1, Taken today / Tomado hoy",,,,,,"[t10qdan] = ""1"" and [t10asnc4] <> """"",,,,t10asmx,,
t10use_5,day_10_wednesday_daily_survey,,radio,"<span style=""color: orange;"">[t10asnc5]</span>","1, Taken today / Tomado hoy",,,,,,"[t10qdan] = ""1"" and [t10asnc5] <> """"",,,,t10asmx,,
t10use_6,day_10_wednesday_daily_survey,,radio,"<span style=""color: orange;"">[t10asnc6]</span>","1, Taken today / Tomado hoy",,,,,,"[t10qdan] = ""1"" and [t10asnc6] <> """"",,,,t10asmx,,
t10use_7,day_10_wednesday_daily_survey,,radio,"<span style=""color: orange;"">[t10asnc7]</span>","1, Taken today / Tomado hoy",,,,,,"[t10qdan] = ""1"" and [t10asnc7] <> """"",,,,t10asmx,,
t10use_8,day_10_wednesday_daily_survey,,radio,"<span style=""color: orange;"">[t10asnc8]</span>","1, Taken today / Tomado hoy",,,,,,"[t10qdan] = ""1"" and [t10asnc8] <> """"",,,,t10asmx,,
t10qdan_2,day_10_wednesday_daily_survey,,radio,"<p><span style=""font-size: x-large;"">Did you start taking any <span style=""text-decoration: underline;"">new</span> ""As Needed"" Prescription Medications today not previously listed?</span></p> <p><span style=""font-size: 18pt; color: green;"">¿Ha comenzado a tomar algún Medicamento de Receta ""Según Sea Necesario"" <span style=""text-decoration: underline;"">nuevo</span> el día de hoy que no aparecía anteriormente en la lista?</span></p> <p> </p> <div style=""border: 1px solid black; font-weight: normal;""> <p class=""p1""><span style=""font-size: 12pt;"">""As Needed"" medications are medications you take as needed (i.e., ""occasionally"") rather than on a strict regular schedule</span></p> <span style=""color: green;""><span style=""font-size: 12pt;"">Los medicamentos ""Según Sea Necesario"" son medicamentos que se toman según sea necesario (es decir, ""ocasionalmente"") en vez de seguir un horario estricto y regular.</span></span></div>","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font></font> | 2, <font size=""4.5""> 2 No<br><font color=""green"">No</font></font>",,,,,,"[t10qdan] = ""1""",,,,,,
t10asmn,day_10_wednesday_daily_survey,,radio,"<p><span style=""font-size: x-large;"">How many <span style=""text-decoration: underline;"">new</span> ""As Needed"" Prescription Medications did you take today?</span></p> <p><span style=""color: green;""><span style=""font-size: 18pt;"">¿Cuántos Medicamentos <span style=""text-decoration: underline;"">nuevos</span> de Receta ""Según Sea Necesario"" tomó hoy?</span></span></p> <p> </p> <div style=""border: 1px solid black; font-weight: normal;""> <p class=""p1""><span style=""font-size: 14pt;"">""<span style=""font-size: 12pt;"">As Needed"" medications are medications you take <span style=""font-weight: normal;"">as</span> needed (i.e., ""occasionally"") rather than on a strict regular schedule.</span></span></p> <span style=""font-size: large;""><span style=""color: green;""><span style=""color: red;""><span style=""color: green; font-size: 12pt;"">Los medicamentos ""Según Sea Necesario"" son medicamentos que se toman según sea necesario (es decir, ""ocasionalmente"") en vez de seguir un horario estricto y regular.</span>
</span></span></span></div>","1, <font size=""4.5""> 1 | 2, <font size=""4.5""> 2 | 3, <font size=""4.5""> 3 | 4, <font size=""4.5""> 4",,,,,,"[t10qdan_2] = ""1"" and [t10asacnt] <= 3",,,,,,
t10asmn3,day_10_wednesday_daily_survey,,radio,"<p><span style=""font-size: x-large;"">How many <span style=""text-decoration: underline;"">new</span> ""As Needed"" Prescription Medications did you take today?</span></p> <p><span style=""color: green;""><span style=""font-size: 18pt;"">¿Cuántos Medicamentos <span style=""text-decoration: underline;"">nuevos</span> de Receta ""Según Sea Necesario"" tomó hoy?</span></span></p> <p> </p> <div style=""border: 1px solid black; font-weight: normal;""> <p class=""p1""><span style=""font-size: 14pt;"">""<span style=""font-size: 12pt;"">As Needed"" medications are medications you take <span style=""font-weight: normal;"">as</span> needed (i.e., ""occasionally"") rather than on a strict regular schedule.</span></span></p> <span style=""font-size: large;""><span style=""color: green;""><span style=""color: red;""><span style=""color: green; font-size: 12pt;"">Los medicamentos ""Según Sea Necesario"" son medicamentos que se toman según sea necesario (es decir, ""ocasionalmente"") en vez de seguir un horario estricto y regular.</span>
</span></span></span></div>","1, <font size=""4.5""> 1 | 2, <font size=""4.5""> 2 | 3, <font size=""4.5""> 3",,,,,,"[t10qdan_2] = ""1"" and [t10asacnt] = 4",,,,,,
t10asmn2,day_10_wednesday_daily_survey,,radio,"<p><span style=""font-size: x-large;"">How many <span style=""text-decoration: underline;"">new</span> ""As Needed"" Prescription Medications did you take today?</span></p> <p><span style=""color: green;""><span style=""font-size: 18pt;"">¿Cuántos Medicamentos <span style=""text-decoration: underline;"">nuevos</span> de Receta ""Según Sea Necesario"" tomó hoy?</span></span></p> <p> </p> <div style=""border: 1px solid black; font-weight: normal;""> <p class=""p1""><span style=""font-size: 14pt;"">""<span style=""font-size: 12pt;"">As Needed"" medications are medications you take <span style=""font-weight: normal;"">as</span> needed (i.e., ""occasionally"") rather than on a strict regular schedule.</span></span></p> <span style=""font-size: large;""><span style=""color: green;""><span style=""color: red;""><span style=""color: green; font-size: 12pt;"">Los medicamentos ""Según Sea Necesario"" son medicamentos que se toman según sea necesario (es decir, ""ocasionalmente"") en vez de seguir un horario estricto y regular.</span>
</span></span></span></div>","1, <font size=""4.5""> 1 | 2, <font size=""4.5""> 2",,,,,,"[t10qdan_2] = ""1"" and [t10asacnt] = 5",,,,,,
t10asmn1,day_10_wednesday_daily_survey,,radio,"<p><span style=""font-size: x-large;"">How many <span style=""text-decoration: underline;"">new</span> ""As Needed"" Prescription Medications did you take today?</span></p> <p><span style=""color: green;""><span style=""font-size: 18pt;"">¿Cuántos Medicamentos <span style=""text-decoration: underline;"">nuevos</span> de Receta ""Según Sea Necesario"" tomó hoy?</span></span></p> <p> </p> <div style=""border: 1px solid black; font-weight: normal;""> <p class=""p1""><span style=""font-size: 14pt;"">""<span style=""font-size: 12pt;"">As Needed"" medications are medications you take <span style=""font-weight: normal;"">as</span> needed (i.e., ""occasionally"") rather than on a strict regular schedule.</span></span></p> <span style=""font-size: large;""><span style=""color: green;""><span style=""color: red;""><span style=""color: green; font-size: 12pt;"">Los medicamentos ""Según Sea Necesario"" son medicamentos que se toman según sea necesario (es decir, ""ocasionalmente"") en vez de seguir un horario estricto y regular.</span>
</span></span></span></div>","1, <font size=""4.5""> 1",,,,,,"[t10qdan_2] = ""1"" and [t10asacnt] = 6",,,,,,
t10asn,day_10_wednesday_daily_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-size: x-large;""><strong>Name of new as-needed prescription medication 1</strong></span></p><p><span style=""font-size: x-large; color: green;""><strong>Nombre del medicamento de receta según sea necesario nuevo 1</strong></span></p></div>",,,,,,,"[t10qdan_2] = ""1"" and ([t10asmn] >= ""1"" or [t10asmn3] >= ""1"" or [t10asmn2] >= ""1"" or [t10asmn1] = ""1"")",,,,,,
t10asn_2,day_10_wednesday_daily_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-size: x-large;""><strong>Name of new as-needed prescription medication 2</strong></span></p><p><span style=""font-size: x-large; color: green;""><strong>Nombre del medicamento de receta según sea necesario nuevo 2</strong></span></p></div>",,,,,,,"[t10qdan_2] = ""1"" and ([t10asmn] >= ""2"" or [t10asmn3] >= ""2"" or [t10asmn2] >= ""2"")",,,,,,
t10asn_3,day_10_wednesday_daily_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-size: x-large;""><strong>Name of new as-needed prescription medication 3</strong></span></p><p><span style=""font-size: x-large; color: green;""><strong>Nombre del medicamento de receta según sea necesario nuevo 3</strong></span></p></div>",,,,,,,"[t10qdan_2] = ""1"" and ([t10asmn] >= ""3"" or [t10asmn3] >= ""3"")",,,,,,
t10asn_4,day_10_wednesday_daily_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-size: x-large;""><strong>Name of new as-needed prescription medication 4</strong></span></p><p><span style=""font-size: x-large; color: green;""><strong>Nombre del medicamento de receta según sea necesario nuevo 4</strong></span></p></div>",,,,,,,"[t10qdan_2] = ""1"" and [t10asmn] >= ""4""",,,,,,
t10asextra_msg,day_10_wednesday_daily_survey,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-size: x-large;""><strong>You have reached the maximum number of individual as-needed prescription medication entries that this survey can display. If you started any additional as-needed prescription medications today beyond what you can enter above, please list them together in the box below.</strong></span></p><p><span style=""font-size: x-large; color: green;""><strong>Ha alcanzado el número máximo de entradas individuales de medicamentos de receta según sea necesario que esta encuesta puede mostrar. Si comenzó a tomar medicamentos de receta según sea necesario adicionales hoy además de los que puede ingresar arriba, por favor escríbalos juntos en el cuadro de abajo.</strong></span></p></div>",,,,,,,"[t10qdan_2] = ""1"" and ([t10asacnt] >= 7 or ([t10asacnt] = 3 and [t10asmn] = ""4"") or ([t10asacnt] = 4 and [t10asmn3] = ""3"") or ([t10asacnt] = 5 and [t10asmn2] = ""2"") or ([t10asacnt] = 6 and [t10asmn1] = ""1""))",,,,,,
